index,patent_id,name
1227,7661025,Method of ensuring consistent configuration between processors running different versions of software
1228,7661009,Apparatus and methods for discriminating late software commands sent to hardware
1229,7660972,Method and software for partitioned floating-point multiply-add operation
1230,7660259,Methods and systems for hybrid hardware- and software-base media access control (MAC) address learning
1231,7659891,"Associating electronic documents, and apparatus, methods and software relating to such activities"
1232,7657899,Dynamic creation of proxy software objects at time of execution
1233,7657897,Methods and apparatus for communicating between multiple levels of software components
1234,7657885,System and method for downloading software and services
1235,7657876,System and method for using data address sequences of a program in a software development tool
1236,7657866,"Providing documentation for assembling, installing, and supporting of software stacks"
1237,7657793,Accelerating software rejuvenation by communicating rejuvenation events
1238,7657789,Multi-machine testing system and method for testing software
1239,7657625,Method and system for remotely detecting parasite software
1240,7657542,Software life cycle availability over the internet
1241,7657495,Method and system for creating hierarchical classifiers of software components to identify meaning for words with multiple meanings
1242,7656901,Software architecture and hardware abstraction layer for multi-radio routing and method for providing the same
1243,7654672,"Systems and software for wavefront data processing, vision correction, and other applications"
1244,7653902,Determining software deployment parameters
1245,7653899,Post-execution software debugger with performance display
1246,7653774,Bridge with sequential software modules
1247,7653692,"Method, system, and apparatus for generating weblogs from interactive communication client software"
1248,7653681,Software architecture for managing a system of heterogenous network processors and for developing portable network processor applications
1249,7653680,"Mobile software distribution system, server, terminal and method"
1250,7653382,Radiocommunication module executing a main software and a client software comprising several client applications
1251,7652749,Software upgrades in a lithographic apparatus
1252,7651286,Method arrangement and computer software for the printing of a separator sheet by means of an electrophotographic printer or copier
1253,7650732,Drug packaging machine & printing software for same
1254,7650493,System and method for integrating secure and non-secure software objects
1255,7650371,Finalizable object usage in software transactions
1256,7650344,System and method of managing software product-line customizations
1257,7650262,"Method, system, and software for analyzing pharmacovigilance data"
1258,7649682,"Method for self-monitoring a microscope system, microscope system, and software for self-monitoring a microscope system"
1259,7647600,Method for the direct call of a function by a software module by means of a processor with a memory-management unit (MMU)
1260,7647584,Automation and isolation of software component testing
1261,7647579,"Method, system and program product for detecting deviation from software development best practice resource in a code sharing system"
1262,7647344,"System, method and software for providing persistent entity identification and linking entity information in an integrated data repository"
1263,7647325,Hardware and software identifier categorization and review
1264,7647237,"Communication station and software for interfacing with an infusion pump, analyte monitor, analyte meter, or the like"
1265,7647039,"Wireless communication apparatus, wireless communication network and software upgrading method"
1266,7644442,Systems and methods for using machine attributes to deter software piracy in an enterprise environment
1267,7644438,Security event aggregation at software agent
1268,7644414,Application program interface for network software platform
1269,7644406,Update system capable of updating software across multiple FLASH chips
1270,7644404,Network having customizable generators and electronic device having customizable updating software
1271,7644402,Method for sharing runtime representation of software components across component loaders
1272,7644398,System and method for automatic test-case generation for software
1273,7644397,Software performance analysis using data mining
1274,7644390,Design tool and methodology for enterprise software applications
1275,7644319,Trace control from hardware and software
1276,7644189,"Method for upgrading network server programming conditions, associated system and software product"
1277,7644084,"Methods, computer systems and software applications for providing a central lock service"
1278,7644048,"System, method and software for cognitive automation"
1279,7643907,Method and apparatus for developing a metadata-infused software program for controlling a robot
1280,7643752,Testing of transmitters for communication links by software simulation of reference channel and/or reference receiver
1281,7643506,"Method for broadcasting extensive multicast information, system and corresponding software product"
1282,7640553,Mechanisms to support use of software running on platform hardware employing different endianness
1283,7640537,System and method of determining software maturity using Bayesian design of experiments
1284,7640533,System and methods for defining a software build
1285,7640532,Mapping software code to business logic
1286,7640458,Software self-repair toolkit for electronic devices
1287,7640423,System and method for verifying compatibility of computer equipment with a software product
1288,7640367,Method for executing a software updating process and computer for implementing the method
1289,7640251,Structured approach to software specification
1290,7640100,Software based driving directions
1291,7640013,"Wireless communication apparatus, wireless communication network and software upgrading method"
1292,7639834,Software anti-piracy systems and methods utilizing certificates with digital content
1293,7639671,Allocating processing resources for multiple instances of a software component
1294,7637433,Digital image capture and processing system employing a micro-computing platform with an event-driven multi-tier modular software architecture and supporting an image-processing based illumination metering program for automatically adjusting illumination during object illumination and imaging operations
1295,7636944,Method and apparatus for detecting and responding to email based propagation of malicious software in a trusted network
1296,7636921,Software and methods for previewing parameter changes for a graphics display driver
1297,7636918,Method and system for tracking memory usage by software agents
1298,7636859,System and method for authorizing transfer of software into embedded systems
1299,7636693,Software license optimization
1300,7636442,Method and apparatus for migrating software-based security coprocessors
1301,7634772,Automatic software downloading from a computer network
1302,7634724,Systems and methods for supporting custom graphical representations in reporting software
1303,7634678,Application software initiated speedup
1304,7634645,Method and system to request remotely enabled access to inactive software options resident on a device
1305,7634559,System and method for analyzing network software application changes
1306,7634455,Method and apparatus for providing controlled access to software objects and associated documents
1307,7634429,Architecture for an electronic shopping service integratable with a software application
1308,7634261,Mobile communications terminal and software updating method for mobile communications terminal
1309,7631304,Software tool with modeling of asynchronous program flow
1310,7631299,System for modifying software using reusable software components
1311,7631273,Interactive inventor's menus within a software computer and video display system
1312,7631201,System software for managing power allocation to Ethernet ports in the absence of mutually exclusive detection and powering cycles in hardware
1313,7631006,Managing team software projects using virtual containers
1314,7630991,Compiling join patterns using software transactional memories
1315,7630854,Network-based system for configuring a system using software programs generated based on a user specification
1316,7630773,Adaptive software configuration for a medical device
1317,7630726,Communication method operated by software and apparatus thereof
1318,7630569,Real-time software video/audio transmission and display with content protection against camcorder piracy
1319,7630400,Controlling software distribution or file transfer
1320,7630388,Software defined FIFO memory for storing a set of data from a stream of source data
1321,7627902,Method of managing a software item on a managed computer system
1322,7627871,Instructing management support software of a first software component to set up a communication channel between the first software component and a second software component
1323,7627868,Systems and methods for distributing software for a host device in a cable system
1324,7627855,Software component importance evaluation system
1325,7627853,Generic connector between a middleware layer and a server software object
1326,7627850,"System, method, and software for relation-based product development"
1327,7627740,Methods and apparatus for dynamic prediction by software
1328,7627643,SCSI tunneling protocol via TCP/IP using existing network hardware and software
1329,7627493,Production and distribution supply chain optimization software
1330,7627485,"Client computer having software including a plurality of functions, server computer, system including both, control method of them, record medium storing program readably by computer for implementing control method"
1331,7627425,Location aware mobile-device software development
1332,7624442,Memory security device for flexible software environment
1333,7624429,"Method, a network access server, an authentication-authorization-and-accounting server, and a computer software product for proxying user authentication-authorization-and-accounting messages via a network access server"
1334,7624423,Systems and methods for software distribution using distribution policies
1335,7624394,Software installation verification
1336,7624393,"Computer application and methods for autonomic upgrade maintenance of computer hardware, operating systems and application software"
1337,7624391,Device-based model for software driver delivery and upgrade
1338,7624379,Test program set obsolescence mitigation through software and automatic test equipment system processes
1339,7624378,"Methods and systems of testing software, and methods and systems of modeling user behavior"
1340,7624377,Methods relating to configuration of software
1341,7624376,Integration of COTS software data stores into integrated data access layer
1342,7624372,Method for integrating software components into a spreadsheet application
1343,7624342,Remote web site editing in a web browser without external client software
1344,7623717,Capturing device for embedding software into raw sensor data
1345,7623684,System and method for information handling system software registration code management
1346,7623632,"Method, system and software for implementing an automated call routing application in a speech enabled call center environment"
1347,7620986,Defenses against software attacks in distributed computing environments
1348,7620957,Method and system for managing software components
1349,7620949,Method and apparatus for facilitating recognition of an open event window during operation of guest software in a virtual machine environment
1350,7620948,Client side software updating
1351,7620928,Method and apparatus for synthesizing a hardware system from a software description
1352,7620916,User interface navigation in software applications
1353,7620893,Aiding a user in using a software application
1354,7620821,Processor including general-purpose and cryptographic functionality in which cryptographic operations are visible to user-specified software
1355,7620747,Software based native command queuing
1356,7620626,"System, method, and software for identifying historically related legal opinions"
1357,7620468,"Control apparatus for music system comprising a plurality of equipments connected together via network, and integrated software for controlling the music system"
1358,7620392,Method and system for distributing and updating software in wireless devices
1359,7620159,"System, method and software for transitioning between speech-enabled applications using action-object matrices"
1360,7618010,"Method, computer software code, and system for determining a train direction at a railroad crossing"
1361,7617486,Method and system to automate software testing using sniffer side and browser side recording and a toolbar interface
1362,7617462,Graphical user interface (GUI) for displaying software component availability as determined by a messaging infrastructure
1363,7617423,"System and method for detecting, reporting, and repairing of software defects for a wireless device"
1364,7617224,System and method for managing hierarchically related software components
1365,7617141,Software application portfolio management for a client
1366,7616811,"Method and system in a digital image processing chain for adjusting a colour balance, corresponding equipment, and software means for implementing the method"
1367,7614055,Selecting a processor to run an executable of a distributed software application upon startup of the distributed software application
1368,7614048,System and method for automated software distribution in a fiber optic network
1369,7614046,Method and system for analyzing the impact of a software update
1370,7614040,System and method for efficiently analyzing and building interdependent resources in a software project
1371,7614038,Systems and methods for determining the software components included in a view of a software development project at a particular time
1372,7614035,Cartographic software maps
1373,7613932,Method and system for controlling access to software features in an electronic device
1374,7613921,Method and apparatus for remotely provisioning software-based security coprocessors
1375,7613907,Embedded software camouflage against code reverse engineering
1376,7613834,One-to-many device synchronization using downloaded/shared client software
1377,7610632,Software use permission method and system
1378,7610631,Method and apparatus for provisioning software
1379,7610588,Distributed application management software
1380,7610583,Personalized software installation method for computer manufacturers
1381,7610477,Deploying and receiving software over a network susceptible to malicious communication
1382,7610412,Throttling communication between software processes
1383,7610405,Router software upgrade employing redundant processors
1384,7610300,Automated relational schema generation within a multidimensional enterprise software system
1385,7610293,Correlation of resource usage in a database tier to software instructions executing in other tiers of a multi tier application
1386,7610268,Pre-defined hardware and software bundle ready for database applications
1387,7607073,"Methods, algorithms, software, circuits, receivers and systems for iteratively decoding a tailbiting convolutional code"
1388,7604175,Method of reading bar code symbols using a digital-imaging based code symbol reading system employing an event-driven multi-tier modular software architecture and supporting automatic operating system login and loading of bar code symbol reading application
1389,7603721,Restricted software and hardware usage on a computer
1390,7603664,System and method for marking software code
1391,7603663,Apparatus and methods for restoring synchronization to object-oriented software applications in managed runtime environments
1392,7603653,"System for measuring, controlling, and validating software development projects"
1393,7603613,Viterbi decoder architecture for use in software-defined radio systems
1394,7603589,Method and system for debugging a software program
1395,7603428,Software application striping
1396,7603406,System and method for wireless software download and remote transaction settlement
1397,7603393,Software merging utility
1398,7603342,"Method, device and software for querying and presenting search results"
1399,7603257,Automated benchmarking of software performance
1400,7602987,"Defective pixel correcting method, software and image processing system for implementing the method"
1401,7602954,Method for quantitative video-microscopy and associated system and computer software program product
1402,7602752,Method and apparatus for exchanging software information in a packet data communication system
1403,7601056,Music game software and music game machine
1404,7600219,Method and system to monitor software interface updates and assess backward compatibility
1405,7600216,Method for executing software applications using a portable memory device
1406,7600176,Performing multiple Reed-Solomon (RS) software error correction coding (ECC) Galois field computations simultaneously
1407,7600135,Apparatus and method for software specified power management performance using low power virtual threads
1408,7600108,Gaming machine having reduced-read software authentication
1409,7599860,Customized sales software and implementation
1410,7596782,Software build extensibility
1411,7596778,Method and system for automatic error prevention for computer software
1412,7596722,Asynchronous automatic software module updates in a multi-cell disk drive test system
1413,7596685,"Apparatus and method for building, storing, uploading, relocating and executing DOS based software module during system startup time"
1414,7596418,Fluvial geomorphic landscape design computer software
1415,7596401,Method for expanding the domain of imaging software in a diagnostic work-up
1416,7595903,"Collaboration system, method and software program for image forming apparatuses"
1417,7594272,Detecting malicious software through file group behavior
1418,7594271,Method and system for real-time tamper evidence gathering for software
1419,7594269,Platform-based identification of host software circumvention
1420,7594219,Method and apparatus for monitoring compatibility of software combinations
1421,7594164,"Method, a hypermedia communication system, a hypermedia server, a hypermedia client, and computer software products for accessing, distributing, and presenting hypermedia documents"
1422,7593955,Generation of aggregatable dimension information within a multidimensional enterprise software system
1423,7593923,Functional operations for accessing and/or building interlocking trees datastores to enable their use with applications software
1424,7593920,"System, method, and software for identifying historically related legal opinions"
1425,7593894,"Method, software program, and system for structuring risk in a financial transaction"
1426,7593740,Location-based social software for mobile devices
1427,7593041,System and method for a software steerable web camera with multiple image subset capture
1428,7593010,Software-implemented transform and lighting module and pipeline for graphics rendering on embedded platforms using a fixed-point normalized homogenous coordinate system
1429,7590981,Update package for offline synchronization of software updates
1430,7590979,Systems and methods for reducing memory usage in an embedded system by loading individual software components
1431,7590862,Method of detecting illicit modifications of manufacturer software
1432,7590851,Confirmation method of software and apparatus for executing software
1433,7590727,System and method for software failover on a bladed system
1434,7590658,"System, software and method for examining a database in a forensic accounting environment"
1435,7590623,Automated management of software images for efficient resource node building within a grid environment
1436,7590599,System and method of automatically maintaining and recycling software components
1437,7590594,"Method, software program, and system for ranking relative risk of a plurality of transactions"
1438,7590395,Power management scheme for software-defined radios
1439,7590066,"Method, apparatus and software program for extending the flow of information when transmitting a message"
1440,7589856,System for enabling user interaction with computer software
1441,7589716,System for software interaction using printed form identity
1442,7589335,Charged-particle beam pattern writing method and apparatus and software program for use therein
1443,7587714,Support tool for software parameterization
1444,7587676,System and method for inhibiting interaction with malicious software
1445,7587632,"High availability, high performance software component architecture"
1446,7587615,Utilizing hardware transactional approach to execute code after initially utilizing software locking by employing pseudo-transactions
1447,7587595,Method and apparatus for providing software-based security coprocessors
1448,7587594,Dynamic out-of-process software components isolation for trustworthiness execution
1449,7587484,Method and system for tracking client software use
1450,7587399,Integrated software toolset for a web server
1451,7587284,Gene synthesis software
1452,7587255,Software and process for play-cursor calculation
1453,7587061,Symbol recognition system software and method
1454,7586852,"Devices, software and methods for measuring packet loss burstiness to determine quality of voice data transmission through a network"
1455,7586199,"Structures, architectures, systems, methods, algorithms and software for configuring and integrated circuit for multiple packaging types"
1456,7584512,Restricted software and hardware usage on a computer
1457,7584509,Inhibiting software tampering
1458,7584470,Method and system for peer-to-peer software distribution with a package builder
1459,7584467,Software updating system and method
1460,7584464,Software processing method and software processing system
1461,7584461,Automated safe secure techniques for eliminating undefined behavior in computer software
1462,7584454,Semantic-based transactional support and recovery for nested composite software services
1463,7584451,Automatic software production system
1464,7584350,Method for booting up software in the boot sector of a programmable read-only memory
1465,7584349,Method and system for receiving a software image from a customer for installation into a computer system
1466,7584161,Software system for managing information in context
1467,7584023,Electronic irrigation system software
1468,7583735,Methods and systems for handling underflow and overflow in a software defined radio
1469,7583262,Optimization of time-critical software components for real-time interactive applications
1470,7583188,Software controlled access control door controller
1471,7581226,Software application software architecture and method for the construction of software applications especially for measuring systems
1472,7581222,Software barrier synchronization
1473,7581217,Dynamic software update
1474,7581208,Testing internationalized software using test resource file and test font
1475,7581205,System and method of implementing a customizable software platform
1476,7581152,Fault free store data path for software implementation of redundant multithreading environments
1477,7581103,Software self-checking systems and methods
1478,7581082,Software source transfer selects instruction word sizes
1479,7581081,Systems and methods for software extensible multi-processing
1480,7580939,"Systems, methods, and software for classifying text from judicial opinions and other documents"
1481,7580045,Land software tool
1482,7577992,Software security based on control flow integrity
1483,7577934,Framework for modeling and providing runtime behavior for business software applications
1484,7577911,Integrated deployment of software projects
1485,7577889,Method for detecting software errors and vulnerabilities
1486,7577885,"Semiconductor integrated circuit, design support software system and automatic test pattern generation system"
1487,7577879,Patching a mobile computing device software error
1488,7577875,Statistical analysis of sampled profile data in the identification of significant software test performance regressions
1489,7577853,Restricted software and hardware usage on a computer
1490,7577849,Keyed-build system for controlling the distribution of software
1491,7577751,Software streaming system and method
1492,7577720,"Migration method for software application in a multi-computing architecture, method for carrying out functional continuity implementing said migration method and multi-computing system provided therewith"
1493,7574713,"Methods, systems, and computer program products for instantiating a device driver for communication with a device by dynamically associating the device driver at run-time with a device-specific and/or service-specific software component"
1494,7574706,System and method for managing and communicating software updates
1495,7574692,Method for building component-software for execution in a standards-compliant programming environment
1496,7574585,Implementing software breakpoints and debugger therefor
1497,7574566,System and method for efficient software cache coherence
1498,7574511,"Methods, systems, and software for providing service integration framework"
1499,7574481,Method and system for enabling offline detection of software updates
1500,7574369,"Data recording, billing, charges, and quality assurance software for mobile devices"
1501,7573895,Software assisted RDMA
1502,7573863,Method for real time control of transmit chain for software radios
1503,7573593,Printer with hardware and software interfaces for media devices
1504,7571437,Method and system for detecting omission in software-property management using network
1505,7571369,Turbo decoder architecture for use in software-defined radio systems
1506,7571312,Methods and apparatus for generating endorsement credentials for software-based security coprocessors
1507,7571306,Application model for dynamic computing environments in software sales cycle
1508,7571231,Method and protocol for mediating communication between software applications
1509,7571205,Method and system for optimizing a software-defined radio system
1510,7571195,Publication of informational messages to software applications in a computing environment
1511,7571174,"Systems, methods, interfaces and software for automated collection and integration of entity data into online databases and professional directories"
1512,7571143,Software pay-per-use pricing
1513,7570650,Optical networking module including protocol processing and unified software control
1514,7568233,Detecting malicious software through process dump scanning
1515,7568195,Determining a maximal set of dependent software updates valid for installation
1516,7568188,Method for testing a software shim
1517,7568184,Software documentation generator
1518,7568182,Method and system for controlling software to facilitate cross-version collaboration of files
1519,7568109,System for software source code comparison
1520,7567961,"Document-classification system, method and software"
1521,7567942,Intelligence engine software architecture
1522,7567660,Message pad subsystem for a software-based intercom system
1523,7565650,"Method, apparatus and computer program product for deploying software via post-load images"
1524,7565649,"Data reproduction device, video display apparatus and software update system and software update method which use them"
1525,7565631,Method and system for translating software binaries and assembly code onto hardware
1526,7565551,Enhancing software integrity through installation and verification
1527,7565515,Method and software for store multiplex operation
1528,7565492,Method and apparatus for preventing software side channel attacks
1529,7565420,Method for initializing a distributed software architecture and an electronic system
1530,7565375,"Computer system, method and software for acquiring, evaluating, conforming, classifying and storing on a server a digital media file from a client to establish or create a digital media file having a bandwidth compatible with client's account for delivery to third"
1531,7565325,Multi-site software license balancing
1532,7565323,Hardware ID to prevent software piracy
1533,7565322,Systems and methods for serverless software licensing
1534,7565309,"Method, system and software for fluid process system selection"
1535,7564731,Software refreshed memory device and method
1536,7562358,Controlled deployment of software in a web-based architecture
1537,7562350,Processing system and method using recomposable software
1538,7562347,Reusable software components
1539,7562346,Software componentization for building a software product
1540,7562274,User data driven test control software application the requires no software maintenance
1541,7562208,Method and system to quarantine system software and configuration
1542,7562019,Automated testing of voice recognition software
1543,7559091,Software obfuscation
1544,7559050,Generating software development tools via target architecture specification
1545,7559027,Master multimedia software controls
1546,7558986,Software process monitor
1547,7558860,Updating of software stored in a computer of a data communication system
1548,7558819,Distributed dialoguing with an agent-oriented software architecture
1549,7558738,"Software article, system and method for physician referral services"
1550,7558287,Combined hardware and software implementation of link capacity adjustment scheme (LCAS) in SONET (synchronous optical network) virtual concatenation (VCAT)
1551,7557528,"System, method, and computer software code for detection and interchangeability of a motor"
1552,7555933,Method and software for detecting vacuum concentrator ends-of-runs
1553,7555757,Application program interface for network software platform
1554,7555749,Software updating system and method
1555,7555742,Automatic software production system
1556,7555657,"Communication device, software update device, software update system, software update method, and program"
1557,7555619,Efficient per-object operations in software transactional memory
1558,7555614,"Methods, systems, and computer program products for preventing concurrent execution of conflicting software operations on the same and different storage processors having access to a common storage medium while avoiding deadlocks"
1559,7555573,Initiating software responses based on a hardware action
1560,7555551,Automatic controllable deployment of software updates
1561,7555529,Interacting with software applications displayed in a web page
1562,7555418,Procedure summaries for multithreaded software
1563,7554962,"Method, mobile station, and software product for access point selection"
1564,7552429,Integrated development environment for managing software licensing restrictions
1565,7552346,Dynamically adapting software for reducing a thermal state of a processor core based on its thermal index
1566,7552342,Method and system for increasing the tamper resistance of a software application
1567,7552341,Licensing the use of software on a particular CPU
1568,7552203,Manufacturing method and software product for optimizing information flow
1569,7551988,Method of software defined radio (SDR) waveform/function management
1570,7549922,Software security for gaming devices
1571,7549149,Automatic software distribution and installation in a multi-tiered computer network
1572,7549148,Self-describing software image update components
1573,7549147,Security framework for protecting rights in computer software
1574,7549077,"Automated self-forming, self-healing configuration permitting substitution of software agents to effect a live repair of a system implemented on hardware processors"
1575,7549069,Estimating software power consumption
1576,7549042,Applying custom software image updates to non-volatile storage in a failsafe manner
1577,7548988,Software downloading using a television broadcast channel
1578,7548878,Software and hardware component audit and inventory management system
1579,7548873,Method system and program storage device for automatically calculating and displaying time and cost data in a well planning system using a Monte Carlo simulation software
1580,7546602,Application program interface for network software platform
1581,7546598,Measuring software system performance using benchmarks
1582,7546596,"Non-disruptive method, system and program product for overlaying a first software module with a second software module"
1583,7546595,System and method of installing software updates in a computer networking environment
1584,7546584,Method and system for remote software testing
1585,7546577,Method and apparatus for producing software
1586,7546576,Software framework for web-based applications
1587,7546575,System and method for using blueprints to provide a software solution for an enterprise
1588,7546574,Optical proximity correction on hardware or software platforms with graphical processing units
1589,7546489,Real time event logging and analysis in a software system
1590,7546488,Event logging and analysis in a software system
1591,7546361,Method and network for delivering management software for a network element
1592,7546315,Device for reporting software problem information
1593,7546309,Methods and apparatus for creating middleware independent software
1594,7546298,"Software, devices and methods facilitating execution of server-side applications at mobile devices"
1595,7543277,Method and system for remote software debugging
1596,7543269,Software customization system and method
1597,7543192,Estimating the residual life of a software system under a software-based failure mechanism
1598,7543189,Automated multilingual software testing method and apparatus
1599,7543186,System and method for implementing software breakpoints
1600,7543025,"Address inquiry system, computer software product, and address inquiry method"
1601,7542848,Software-defined GPS receivers and distributed positioning system
1602,7542759,Method and apparatus for broadcasting software update information to mobile phones over a wireless communications network
1603,7542758,Field downloading of wireless device software
1604,7541766,System and method for the intelligent use of software deadband control in a control system
1605,7539983,Tool for processing software programs using modified live-ness definition
1606,7539978,Method for understanding and testing third party software components
1607,7539943,Systems and methods for tracking file modifications in software development
1608,7539833,Locating wasted memory in software by identifying unused portions of memory blocks allocated to a program
1609,7539743,Method and system of administration in a JMX environment comprising an administration application and software systems to be administered
1610,7539647,Using power state to enforce software metering state
1611,7536726,Restricted software and hardware usage on a computer
1612,7536718,Method and system for controlling software loads on a third-party mobile station
1613,7536691,Method and apparatus for software-based allocation and scheduling of hardware resources in a wireless communication device
1614,7536687,System and method for automatic installation of embedded software packages
1615,7536684,Software documentation generation using differential upgrade documentation
1616,7536674,Method and system for configuring network processing software to exploit packet flow data locality
1617,7536672,Management of user interaction history with software applications
1618,7536605,Injection of software faults into an operational system
1619,7536517,Direct-update software transactional memory
1620,7536269,Network-based system for configuring a system using software programs generated based on a user specification
1621,7536209,Wireless access point software system
1622,7535955,"Methods, algorithms, software, architectures, systems and circuitry for adaptive filtering and/or minimizing a sequence detector error rate"
1623,7533387,"Guaranteed invocation/consumption of nested, composite software services"
1624,7533385,Virtualization and server imaging system for allocation of computer hardware and software
1625,7533369,Method and system for providing documentation and training in a software development activity
1626,7533364,Method and system for analyzing interaction among software artifacts
1627,7533202,Software compatible parallel interface with bidirectional handshaking for serial peripherals
1628,7533161,System and method for multiplatform implementation of abstract software modules in peer-to-peer network environments
1629,7533129,Method software program for creating an image product having predefined criteria
1630,7533114,"Mobile device having extensible software for presenting server-side applications, software and methods"
1631,7532759,"Method, system and computer software product for selecting elements of a digital image"
1632,7532622,"Methods, devices and software for merging multicast groups in a packet switched network"
1633,7532031,Hardware and software programmable fuses for memory repair
1634,7530117,Method and apparatus for preventing unauthorized use of software
1635,7530074,Joint tactical radio system (JTRS) software computer architecture (SCA) co-processor
1636,7530065,Mechanism for determining applicability of software packages for installation
1637,7530050,Method and system for developing software using nodes
1638,7530018,Method of generating pages in a markup language for selecting products and a software tool
1639,7529978,Method and system for tracking software components
1640,7529945,Installing software in a system
1641,7529919,Boot blocks for software
1642,7529888,Software caching with bounded-error delayed update
1643,7529714,Cost management of software application portfolio
1644,7529358,Dynamic feature and function availability for software PBX
1645,7528977,Printer with hardware and software interfaces for peripheral devices
1646,7528861,Changing a display language for software based on a detected display language of a connected device
1647,7526751,Macroscopic model for large scale software system and its behavior
1648,7526750,Object-based systematic state space exploration of software
1649,7526685,Application manager for monitoring and recovery of software based application processes
1650,7526682,Effective diagnosis of software hangs
1651,7526681,Software testing framework
1652,7526675,Software recovery method for flash media with defective formatting
1653,7526628,Optimizing cache efficiency within application software
1654,7526608,Methods and apparatus for providing a software implemented cache memory
1655,7526460,Mobile hybrid software router
1656,7526457,Systems and methods for configuring software
1657,7525973,Flexible software-based packet switching path
1658,7525971,Software-hardware partitioning of a scheduled medium-access protocol
1659,7525907,"Method, device and software for establishing protection paths on demand and revertive protection switching in a communications network"
1660,7525552,"Method, system and software product for color image encoding"
1661,7525539,System having printer and sensing device for interaction with computer software
1662,7523452,Method and apparatus for creating and using a download package to modify software configuration of a storage system
1663,7523440,Dynamic generation of formatted user interfaces in software environments
1664,7523399,Downloading software from a server to a client
1665,7523161,Control of software interface with information input to access window
1666,7523116,Selection of optimal execution environment for software applications
1667,7523071,On-line software rental
1668,7523040,Software and hardware system for enabling weight control
1669,7523032,"Speech coding method, device, coding module, system and software program product for pre-processing the phase structure of a to be encoded speech signal to match the phase structure of the decoded signal"
1670,7522732,Method for controlling the distribution of software code updates
1671,7520811,Method and apparatus for software authentication
1672,D590410,User interface for software project system for computer display
1673,7519957,Symbolic model checking of software
1674,7519953,Method and system for automatically testing a software build
1675,7519945,System and method for supporting data driving a software process using objects of arbitrary data types
1676,7519862,Software programmable verification tool having a single built-in self-test (BIST) module for testing and debugging multiple memory modules in a device under test (DUT)
1677,7519857,"Method, apparatus, and system for a software based business continuity solution for a computing environment"
1678,7519852,"Apparatus, system, and method for redirecting an instruction pointer to recovery software instructions"
1679,7519845,Software-based audio rendering
1680,7519817,"Methods, systems and software applications for verifying certain requirements on electronic documents"
1681,7519661,Adjunct use of instant messenger software to enable communications to or between chatterbots or other software agents
1682,7519561,"System, method and program to manage software licenses"
1683,7519223,Recognizing gestures and using gestures for interacting with software applications
1684,7519004,Loopback testing of a network interface device from a user-space software layer
1685,7517098,"Method, system, apparatus and software product for presentation notes mode"
1686,7516495,Hardware-based software authenticator
1687,7516490,"System, method and software for supplying activation information to a subsystem"
1688,7516452,Method and system for managing installation of software on a computer system platform
1689,7516450,"Remote management system, intermediary apparatus therefor, and method of updating software in the intermediary apparatus"
1690,7516447,"Methods and apparatus for building, customizing and using software abstractions of external entities"
1691,7516439,Method and system for creating reusable software components through a uniform interface
1692,7516361,Method for automatic checkpoint of system and application software
1693,7516206,Management of software images for computing nodes of a distributed computing system
1694,7516201,Communication device and software for operating multimedia applications
1695,7516104,Methods of providing software over a network and related systems and computer program products
1696,7516012,Navigation system and method for updating software routines and navigation database information
1697,7515144,System for software interaction using printed form
1698,7515137,Software-based number lock
1699,7512942,Model-driven software deployment in an application server
1700,7512940,Methods and apparatus for downloading and/or distributing information and/or software resources based on expected utility
1701,7512939,System and method of secure updating of remote device software
1702,7512929,Apparatus and method for managing design of a software system using dependency structure
1703,7512895,Common software activity status representation
1704,7512749,Safe software revision for embedded systems
1705,7512699,Managing position independent code using a software framework
1706,7512640,Communication method between an electronic apparatus and synchronization software
1707,7512584,Computer hardware and software diagnostic and report system
1708,7512545,"Method, software and system for developing interactive call center agent personas"
1709,7512530,Generation of software thermal profiles for applications in a simulated environment
1710,7512513,Thermal throttling control for testing of real-time software
1711,7511460,"Circuits, systems, methods, and software for power factor correction and/or control"
1712,7510478,Gaming apparatus software employing a script file
1713,7509635,Software and data file updating process
1714,7509630,Software component initialization in an ordered sequence
1715,7509341,Stateless-object software environment
1716,7509328,Customizing software applications that use an electronic database with stored product data
1717,7509251,Mock translating software applications at runtime
1718,7509185,"Methods, systems, and software program for validation and monitoring of pharmaceutical manufacturing processes"
1719,7509141,Software defined radio computing architecture
1720,7508984,"Language recognition method, system and software"
1721,7506802,Method of performing an action in relation to a software object
