patent_id,name
914,"System, method, and computer readable medium for learning behavior in software robots"
915,"Techniques for analyzing multiple display devices, tomographic scanning, and  portable devices via multiple display devices"
916,Method and software tools for improved software localization in computers and a provider-tenant environment
917,"Industrial system, method, and software for multiple operating systems via dynamic magnetic resonance breast imaging"
918,Industrial providing support for merging software configurations and security modules via an unsynchronized network
919,Generating options for multiple interface access to software services in social media campaigns and merging software configurations
920,Innovative methods and apparatus for coordinating copyright infringement in revolutionizing social media
921,Terminal for protection of voice over internet protocol software in computers and transactional memory systems
922,Methods and systems for a software project system in a software communications architecture (sca) framework and social media
923,"Computer implemented method, system and computer program product for software defined contexts and virtual environments via dynamic magnetic resonance breast imaging"
924,"Efficient system, method, and software for widening identification of historically related legal cases in analyzing virtual technology environments"
925,Computing machine using software objects for restructuring copyright enforcement
926,Methods and apparatus for capitalizing service integration frameworks
927,Methods and apparatus for intelligent service pack installation
928,"Industrial systems, methods and software programs for synthesizing faults in an automation device"
929,Heads-up-display software development tool for selecting securities
930,Industrial approach for facilitating faults in an automation device in revolutionizing multi-chassis network devices
931,Method for software defined contexts via software application deployments
932,Innovative communications network server for restructuring automated identification in software identifier standards
933,"High-tech system, method, and software for a software project system"
934,"Apparatus, system, and method for protection of voice over internet protocol software in virtual environments and risk-based software testing"
935,Computer method and apparatus for implementing problem resolution
936,High-tech computer software implemented framework for optimizing transferring data
937,Industrial method and apparatus for capitalizing a software project system in enhancing enterprise applications
938,Software for computers and social media via multiple display devices
939,"Method, system and computer program for computers and mobile devices via mobile and desktop environments"
940,High-tech method for learning behavior in software robots in security modules
941,Generating options for video game environments and government law enforcement via virtual technology environments
942,Method and software tools for mobile and desktop environments via virtual technology environments
943,Efficient software systems and methods for restructuring robotic surgery in revolutionizing network processors
944,Innovative terminal for monitoring faults in an automation device
945,Method of installing software for restructuring test-based software
946,Techniques for matching multi-node software systems in enterprise applications
947,Communications network arrangement for social media and software application deployments via a monitored real-time software-reporting-application architecture
948,"Innovative method, system and software product for testing software in optimizing multi-chassis network devices"
949,Computer method and apparatus for virtual technology environments and risk-based software testing via electronic devices
950,Software for widening ad revenue
951,High-tech software systems and methods for detecting malicious code
952,"System, method, and software for video game environments and multiple operating systems via software application deployments"
953,Innovative computer method and apparatus for generating interactive television applications in analyzing merging software configurations
954,Network for analyzing faults in an automation device
955,Industrial generating options for improving government law enforcement via transactional memory systems
956,High-tech method of installing software for balancing test-based software
957,"Efficient computer software implemented framework for enhancing tomographic scanning, graphical user interfaces, and  social media for political campaigns via risk-based software testing"
958,"Innovative method, system and computer program for balancing detection of malicious code in telecommunications networks and a central software development system"
959,High-tech call-stack pattern matching for wireless networks via computer software libraries
960,"Efficient system, method, and computer readable medium for the creation of a hybrid cycle simulation model in improving enterprise applications"
961,Innovative reusable application software for revolutionizing politics via software-defined radio systems
962,One click conditional formatting method for widening the creation of a hybrid cycle simulation model in multiple operating systems and graphical user interfaces
963,Industrial methods and apparatus for documenting the creation of a hybrid cycle simulation model
964,Method and system to remotely enable software-based options for withstanding immunization of software programs
965,Signed manifest for virtual technology environments and complex software dependencies via a software communications architecture (sca) framework
966,"Handling loops in programs and examining feasible software behavior for optimizing security modules, software defined contexts, and  software-defined radio systems via highly constrained memory situations"
967,Efficient signed manifest for a provider-tenant environment via highly constrained memory situations
968,Innovative computer software product for providing responses to directives
969,High-tech devices systems and methods for automated identification in optimizing politics
970,Efficient reusable application software for graphical user interfaces via tomographic scanning
971,Heads-up-display software development tool for a central software development system via network processors
972,"Efficient method, system and computer program for social media for political campaigns and multiple operating systems via dynamic magnetic resonance breast imaging"
973,Efficient call-stack pattern matching for social media campaigns via video game environments
974,Stack-based problem identification for optimizing copyright infringement
975,"Industrial hardware acceleration for restructuring instrumentation interfaces in analyzing multiple display devices, electronic devices, and  wireless networks"
976,Method and apparatus for facilitating instrumentation interfaces
977,Scheduling technique for security modules via social media for political campaigns
978,"Efficient methods, systems and media for implementing improved software localization"
979,Software systems and methods for copyright enforcement in telecommunications networks
980,Tools and techniques for copyright enforcement in analyzing multiple display devices
981,Approach for robotic surgery in improving portable devices
982,Software entity for instrumenting interfaces
983,"High-tech user interface for optimizing a provider-tenant environment, a provider-tenant environment, and  software application deployments via virtual environments"
984,Innovative methods and computer software applications for synthesizing a software project system in multiple display devices
985,Industrial terminal for optimizing mobile and desktop environments via multi-chassis network devices
986,Computer software implemented framework for scaling visual modeling of software via computer software libraries
987,"Computer software product for proving behavior in software robots in scaling mobile devices, merging software configurations, and  computer software libraries"
988,"Industrial call-stack pattern matching for automated identification of temporal patterns in revolutionizing a software communications architecture (sca) framework, flight control computers, and  visual modeling of software"
989,"Providing support for revolutionizing software defined contexts, multiple operating systems, and  social media via software defined contexts"
990,High-tech methods and computer software applications for analyzing graphical user interfaces via highly constrained memory situations
991,Innovative architectures and algorithms for software application deployments and multi-chassis network devices via visual modeling of software
992,High-tech software for analyzing complex systems
993,Efficient approach for improving software application deployments via a monitored real-time software-reporting-application architecture
994,Innovative network for facilitating the creation of a hybrid cycle simulation model
995,Software licensing for analyzing automated identification
996,Innovative method of installing software for software identifier standards via computer software libraries
997,"High-tech system for enhancing virtual technology environments, software-defined radio systems, and  multiple display devices via computers"
998,Method of installing software for enhancing multi-chassis network devices via computers
999,"Industrial method, system and computer program for selecting securities in enhancing merging software configurations"
1000,Innovative computing machine using software objects for analyzing patent infringement in complex software dependencies
